id,item,conditions,expectancy,particle,start_sentence,R_expression,particle_used,original particle,unexpectedUnfair,selection,continutations_indices,checkbox
661657b742fe0,24,3,high,OH,Robert,Robert,ohne,ohne,unexpected,cont1,"[1, 2, 3]",
661657b742fe0,2,6,medium,OH,Heute,heute,ohne,ohne,unexpected,cont3,"[3, 2, 1]",
661657b742fe0,101,dummy,medium,dummy,Lola,dummy,dummy,dummy,dummy,cont1,"[1, 2, 3]",
661657b742fe0,32,3,high,OH,Diese Tabletten ,diese Tabletten,ohne,ohne,unexpected and unfair,cont3,"[3, 2, 1]",
661657b742fe0,11,6,medium,OH,Dann,dann,ohne,ohne ,unexpected,cont3,"[3, 1, 2]",{'jQuery111107364845651381983': 61}
661657b742fe0,23,4,medium,RA,Nur jetzt ,jetzt,nur,nur,unfair,cont1,"[1, 2, 3]",
661657b742fe0,103,dummy,medium,dummy,Ruth wird vielleicht,dummy,dummy,dummy,dummy,cont1,"[3, 1, 2]",
661657b742fe0,17,1,high,RA,Auch diese Münze,diese Münze,auch,auch,unexpected,cont2,"[2, 1, 3]",
661657b742fe0,107,dummy,medium,dummy,Sie werden vielleicht,dummy,dummy,dummy,dummy,cont2,"[1, 2, 3]",
661657b742fe0,105,dummy,medium,dummy,Sie wird vielleicht,dummy,dummy,dummy,dummy,cont1,"[2, 1, 3]",
661657b742fe0,104,dummy,high,dummy,Lukas wird vielleicht,dummy,dummy,dummy,dummy,cont1,"[1, 2, 3]",
661657b742fe0,33,2,high,EW,Gerade dieser Podcast,diese Podcast,gerade,gerade,unexpected,cont1,"[2, 1, 3]",
661657b742fe0,25,2,high,EW,Ausgerechnet Simon,Simon,ausgerechnet,ausgerechnet,unexpected,cont1,"[1, 2, 3]",
661657b742fe0,30,4,medium,RA,Lediglich heute ,heute ,lediglich,lediglich,unexpected and unfair,cont3,"[1, 2, 3]",
661657b742fe0,28,6,medium,OH,Er ,er,ohne,ohne ,unexpected,cont1,"[2, 1, 3]",
66167f7876713,18,3,high,OH,Christian ,Christian,ohne,ohne,unexpected,cont1,"[2, 1, 3]",
66167f7876713,107,dummy,high,dummy,Am Wochenende werden sie wahrscheinlich,dummy,dummy,dummy,dummy,cont2,"[2, 1, 3]",
66167f7876713,108,dummy,medium,dummy,Heute wird er wahrscheinlich,dummy,dummy,dummy,dummy,cont1,"[1, 3, 2]",
66167f7876713,25,5,medium,EW,Ausgerechnet Simon,Simon,ausgerechnet,ausgerechnet,unexpected,,"[3, 1, 2]",{'jQuery111101159324137076756': 61}
66167f7876713,30,1,high,RA,Lediglich heute ,heute ,lediglich,lediglich,unexpected and unfair,cont1,"[2, 3, 1]",
66167f7876713,105,dummy,high,dummy,Am Freitag wird sie wahrscheinlich,dummy,dummy,dummy,dummy,cont2,"[3, 2, 1]",
66167f7876713,104,dummy,medium,dummy,Morgen wird er wahrscheinlich,dummy,dummy,dummy,dummy,cont3,"[3, 2, 1]",
66167f7876713,24,6,medium,OH,Robert,Robert,ohne,ohne,unexpected,cont3,"[2, 1, 3]",
66167f7876713,12,2,high,EW,Ausgerechnet Lisa,Lisa,ausgerechnet,ausgerechnet,unexpected,cont3,"[1, 2, 3]",
66167f7876713,14,6,medium,OH,An diesem Tag,an diesem Tag,ohne,ohne ,unexpected,cont1,"[1, 3, 2]",
66167f7876713,33,5,medium,EW,Gerade dieser Podcast,diese Podcast,gerade,gerade,unexpected,cont2,"[1, 3, 2]",
66167f7876713,29,2,high,EW,Ausgerechnet sein neues Handy,sein neues Handy,ausgerechnet,ausgerechnet,unexpected and unfair,cont3,"[1, 3, 2]",
66167f7876713,6,6,medium,OH,Nadja,Nadja,ohne,ohne ,unexpected,cont3,"[1, 2, 3]",
66167f7876713,28,3,high,OH,Er ,er,ohne,ohne,unexpected and unfair,cont1,"[3, 1, 2]",
66167f7876713,102,dummy,medium,dummy,Nächstes Jahr,dummy,dummy,dummy,dummy,cont2,"[1, 3, 2]",{'jQuery111101159324137076756': 61}
66167f7876713,4,1,high,RA,Nur Chefarzt Neugebauer,Chefarzt Neugebauer,nur,nur,unexpected,cont2,"[1, 3, 2]",
66167f7876713,32,6,medium,OH,Diese Tabletten ,diese Tabletten,ohne,ohne,unexpected and unfair,cont1,"[2, 3, 1]",
66167f7876713,16,4,medium,RA,Nur diese Woche,diese Woche,nur,nur,unexpected,cont2,"[1, 2, 3]",
66167f7876713,8,5,medium,EW,Ausgerechnet Moritz,Moritz,ausgerechnet,ausgerechnet,unexpected,cont3,"[3, 1, 2]",
66167f7876713,2,3,high,OH,Heute,heute,ohne,ohne,unexpected,cont1,"[2, 1, 3]",
66167f7876713,11,3,high,OH,Dann,dann,ohne,ohne ,unexpected,cont3,"[2, 1, 3]",
66167f7876713,17,4,medium,RA,Auch diese Münze,diese Münze,auch,auch,unexpected,cont2,"[1, 3, 2]",
66167f7876713,3,2,high,EW,Ausgerechnet Tims Volvo,Tims Volvo,ausgerechnet,ausgerechnet,unexpected  and unfair,cont3,"[3, 1, 2]",
66167f7876713,106,dummy,medium,dummy,Heute wird er wahrscheinlich,dummy,dummy,dummy,dummy,cont2,"[1, 3, 2]",
66167f7876713,15,5,medium,EW,Genau dann,dann,genau,genau,unexpected,cont2,"[3, 2, 1]",
66167f7876713,23,1,high,RA,Nur jetzt ,jetzt,nur,nur,unfair,cont3,"[3, 2, 1]",
66167f7876713,1,4,medium,RA,Nur Peter,Peter,nur,nur,unexpected,cont1,"[1, 2, 3]",
66167f7876713,103,dummy,high,dummy,Am Sonntag wird wahrscheinlich,dummy,dummy,dummy,dummy,cont1,"[2, 3, 1]",
66167f7876713,9,4,medium,RA,Sogar einen Tag vor dem Abflug,einen Tag vor dem Abflug,sogar,sogar,unexpected,cont2,"[3, 1, 2]",
66167f7876713,13,1,high,RA,Sogar Jonas,Jonas ,sogar,sogar,unexpected,cont2,"[2, 1, 3]",
66167f7876713,21,2,high,EW,Eben heute,heute ,eben,eben,unexpected,cont1,"[2, 1, 3]",
66167f7876713,101,dummy,high,dummy,Gestern,dummy,dummy,dummy,dummy,cont1,"[2, 1, 3]",
66167f0a1eedb,25,1,high,RA,Nur Simon,Simon,nur,nur,unexpected,cont1,"[3, 1, 2]",
66167f0a1eedb,4,3,high,OH,Chefarzt Neugebauer,Chefarzt Neugebauer,ohne,ohne ,unexpected,cont2,"[3, 2, 1]",
66167f0a1eedb,102,dummy,medium,dummy,Nächstes Jahr,dummy,dummy,dummy,dummy,cont3,"[3, 1, 2]",
66167f0a1eedb,9,6,medium,OH,Einen Tag vor dem Abflug,einen Tag vor dem Abflug,ohne,ohne ,unexpected,cont2,"[1, 3, 2]",
66167f0a1eedb,11,5,medium,EW,Gerade dann,dann,gerade,gerade,unexpected,cont2,"[3, 1, 2]",
66167f0a1eedb,21,4,medium,RA,Auch heute,heute ,auch,auch,unexpected,cont3,"[1, 3, 2]",
66167f0a1eedb,107,dummy,high,dummy,Am Wochenende werden sie wahrscheinlich,dummy,dummy,dummy,dummy,cont2,"[1, 3, 2]",
66167f0a1eedb,12,4,medium,RA,Auch Lisa,Lisa,auch,auch,unexpected,cont3,"[1, 3, 2]",
66167f0a1eedb,24,2,high,EW,Ausgerechnet Robert,Robert,ausgerechnet,ausgerechnet,unexpected,cont1,"[1, 3, 2]",
66167f0a1eedb,18,5,medium,EW,Ausgerechnet Christian,Christian,ausgerechnet,ausgerechnet,unexpected,cont1,"[2, 1, 3]",
66167f0a1eedb,103,dummy,high,dummy,Am Sonntag wird wahrscheinlich,dummy,dummy,dummy,dummy,cont2,"[2, 1, 3]",
66167f0a1eedb,104,dummy,medium,dummy,Morgen wird er wahrscheinlich,dummy,dummy,dummy,dummy,cont3,"[3, 1, 2]",
66167f0a1eedb,3,4,medium,RA,Nur Tims Volvo,Tims Volvo,nur,nur,unexpected  and unfair,cont1,"[2, 3, 1]",
66167f0a1eedb,23,3,high,OH,Jetzt,jetzt,ohne,ohne,unfair,cont3,"[1, 2, 3]",
66167f0a1eedb,15,1,high,RA,Auch dann,dann,auch,auch,unexpected,cont2,"[1, 2, 3]",
66167f0a1eedb,30,3,high,OH,Heute,heute ,ohne,ohne,unexpected and unfair,cont2,"[1, 2, 3]",
66167f0a1eedb,2,5,medium,EW,Ausgerechnet heute,heute,ausgerechnet,ausgerechnet,unexpected,cont3,"[3, 2, 1]",
66167f0a1eedb,32,2,high,EW,Ausgerechnet diese Tabletten,diese Tabletten,ausgerechnet,ausgerechnet,unexpected and unfair,cont3,"[2, 3, 1]",
66167f0a1eedb,8,1,high,RA,Auch Moritz,Moritz,auch ,auch,unexpected,cont3,"[2, 1, 3]",
66167f0a1eedb,6,2,high,EW,Ausgerechnet Nadja,Nadja,ausgerechnet,ausgerechnet,unexpected,cont3,"[2, 1, 3]",
66167f0a1eedb,1,6,medium,OH,Peter,Peter,ohne,ohne,unexpected,cont3,"[1, 2, 3]",
66167f0a1eedb,33,1,high,RA,Nur dieser Podcast,diese Podcast,nur,nur,unexpected,cont2,"[1, 3, 2]",
66167f0a1eedb,108,dummy,medium,dummy,Heute wird er wahrscheinlich,dummy,dummy,dummy,dummy,cont3,"[3, 1, 2]",
66167f0a1eedb,29,4,medium,RA,Nur sein neues Handy,sein neues Handy,nur,nur,unexpected and unfair,cont1,"[3, 2, 1]",
66167f0a1eedb,16,6,medium,OH,Diese Woche,diese Woche,ohne,ohne ,unexpected,cont3,"[1, 2, 3]",
66167f0a1eedb,105,dummy,high,dummy,Am Freitag wird sie wahrscheinlich,dummy,dummy,dummy,dummy,cont1,"[1, 3, 2]",
66167f0a1eedb,106,dummy,medium,dummy,Heute wird er wahrscheinlich,dummy,dummy,dummy,dummy,cont3,"[3, 2, 1]",
66167f0a1eedb,28,5,medium,EW,Genau er,er,genau,genau,unexpected,cont2,"[1, 3, 2]",
66167f0a1eedb,14,2,high,EW,Genau an diesem Tag,an diesem Tag,genau,genau,unexpected,cont2,"[1, 3, 2]",
66167f0a1eedb,17,6,medium,OH,Diese Münze ,diese Münze,ohne,ohne,unexpected,cont3,"[1, 2, 3]",
66167f0a1eedb,13,3,high,OH,Jonas ,Jonas ,ohne,ohne,unexpected,cont3,"[2, 1, 3]",
66167f0a1eedb,101,dummy,high,dummy,Gestern,dummy,dummy,dummy,dummy,cont3,"[1, 3, 2]",
66167e6222eec,106,dummy,high,dummy,Er wird vielleicht,dummy,dummy,dummy,dummy,cont3,"[3, 1, 2]",
66167e6222eec,2,2,high,EW,Ausgerechnet heute,heute,ausgerechnet,ausgerechnet,unexpected,cont2,"[1, 2, 3]",
66167e6222eec,18,2,high,EW,Ausgerechnet Christian,Christian,ausgerechnet,ausgerechnet,unexpected,cont1,"[2, 1, 3]",
66167e6222eec,101,dummy,medium,dummy,Lola,dummy,dummy,dummy,dummy,cont1,"[1, 2, 3]",
66167e6222eec,28,2,high,EW,Genau er,er,genau,genau,unexpected and unfair,cont1,"[2, 1, 3]",
66167e6222eec,21,1,high,RA,Auch heute,heute ,auch,auch,unexpected,cont3,"[1, 2, 3]",
66167e6222eec,4,6,medium,OH,Chefarzt Neugebauer,Chefarzt Neugebauer,ohne,ohne ,unexpected,cont3,"[1, 2, 3]",
66167e6222eec,1,3,high,OH,Peter,Peter,ohne,ohne,unexpected,cont2,"[1, 3, 2]",
66167e6222eec,11,2,high,EW,Gerade dann,dann,gerade,gerade,unexpected,cont1,"[3, 1, 2]",
66167e6222eec,3,1,high,RA,Nur Tims Volvo,Tims Volvo,nur,nur,unexpected  and unfair,cont3,"[1, 3, 2]",
66167e6222eec,103,dummy,medium,dummy,Ruth wird vielleicht,dummy,dummy,dummy,dummy,cont1,"[3, 1, 2]",
66167e6222eec,16,3,high,OH,Diese Woche,diese Woche,ohne,ohne ,unexpected,cont3,"[1, 3, 2]",
66167e6222eec,12,1,high,RA,Auch Lisa,Lisa,auch,auch,unexpected,cont1,"[1, 3, 2]",
66167e6222eec,17,3,high,OH,Diese Münze ,diese Münze,ohne,ohne,unexpected,cont2,"[2, 1, 3]",
66167e6222eec,105,dummy,medium,dummy,Sie wird vielleicht,dummy,dummy,dummy,dummy,cont2,"[1, 2, 3]",
66167e6222eec,24,5,medium,EW,Ausgerechnet Robert,Robert,ausgerechnet,ausgerechnet,unexpected,cont2,"[1, 3, 2]",
66167e6222eec,13,6,medium,OH,Jonas ,Jonas ,ohne,ohne,unexpected,cont3,"[2, 1, 3]",
66167e6222eec,32,5,medium,EW,Ausgerechnet diese Tabletten,diese Tabletten,ausgerechnet,ausgerechnet,unexpected and unfair,cont2,"[3, 2, 1]",
66167e6222eec,15,4,medium,RA,Auch dann,dann,auch,auch,unexpected,cont1,"[1, 3, 2]",
66167e6222eec,30,6,medium,OH,Heute,heute ,ohne,ohne,unexpected and unfair,cont1,"[3, 1, 2]",
66167e6222eec,14,5,medium,EW,Genau an diesem Tag,an diesem Tag,genau,genau,unexpected,cont2,"[1, 2, 3]",
66167e6222eec,25,4,medium,RA,Nur Simon,Simon,nur,nur,unexpected,cont3,"[3, 2, 1]",
66167e6222eec,104,dummy,high,dummy,Lukas wird vielleicht,dummy,dummy,dummy,dummy,cont1,"[1, 2, 3]",
66167e6222eec,108,dummy,high,dummy,Er wird vielleicht,dummy,dummy,dummy,dummy,cont1,"[1, 3, 2]",
66167e6222eec,9,3,high,OH,Einen Tag vor dem Abflug,einen Tag vor dem Abflug,ohne,ohne ,unfair,cont1,"[2, 1, 3]",
66167e6222eec,107,dummy,medium,dummy,Sie werden vielleicht,dummy,dummy,dummy,dummy,cont3,"[2, 1, 3]",
66167e6222eec,23,6,medium,OH,Jetzt,jetzt,ohne,ohne,unfair,cont2,"[2, 3, 1]",
66167e6222eec,102,dummy,high,dummy,Die Niederlande,dummy,dummy,dummy,dummy,cont1,"[3, 2, 1]",
66167e6222eec,33,4,medium,RA,Nur dieser Podcast,diese Podcast,nur,nur,unexpected,,"[2, 1, 3]",{'jQuery1111010379473162975539': 61}
66167e6222eec,6,5,medium,EW,Ausgerechnet Nadja,Nadja,ausgerechnet,ausgerechnet,unexpected,cont3,"[3, 1, 2]",
66167e6222eec,29,1,high,RA,Nur sein neues Handy,sein neues Handy,nur,nur,unexpected and unfair,cont1,"[1, 2, 3]",
66167e6222eec,8,4,medium,RA,Auch Moritz,Moritz,auch ,auch,unexpected,cont1,"[1, 3, 2]",
66167ede71136,3,2,high,EW,Ausgerechnet Tims Volvo,Tims Volvo,ausgerechnet,ausgerechnet,unexpected  and unfair,cont3,"[3, 1, 2]",
66167ede71136,104,dummy,medium,dummy,Morgen wird er wahrscheinlich,dummy,dummy,dummy,dummy,cont1,"[3, 1, 2]",
66167ede71136,23,1,high,RA,Nur jetzt ,jetzt,nur,nur,unfair,cont3,"[1, 2, 3]",
66167ede71136,107,dummy,high,dummy,Am Wochenende werden sie wahrscheinlich,dummy,dummy,dummy,dummy,cont3,"[1, 3, 2]",
66167ede71136,2,3,high,OH,Heute,heute,ohne,ohne,unexpected,cont3,"[3, 1, 2]",
66167ede71136,103,dummy,high,dummy,Am Sonntag wird wahrscheinlich,dummy,dummy,dummy,dummy,cont3,"[1, 2, 3]",
66167ede71136,106,dummy,medium,dummy,Heute wird er wahrscheinlich,dummy,dummy,dummy,dummy,cont1,"[1, 3, 2]",
66167ede71136,33,5,medium,EW,Gerade dieser Podcast,diese Podcast,gerade,gerade,unexpected,cont3,"[2, 1, 3]",
66167ede71136,30,1,high,RA,Lediglich heute ,heute ,lediglich,lediglich,unexpected and unfair,cont1,"[2, 1, 3]",
66167ede71136,15,5,medium,EW,Genau dann,dann,genau,genau,unexpected,cont3,"[1, 2, 3]",
66167ede71136,14,6,medium,OH,An diesem Tag,an diesem Tag,ohne,ohne ,unexpected,cont3,"[1, 3, 2]",
66167ede71136,102,dummy,medium,dummy,Nächstes Jahr,dummy,dummy,dummy,dummy,cont3,"[3, 2, 1]",
66167ede71136,9,4,medium,RA,Sogar einen Tag vor dem Abflug,einen Tag vor dem Abflug,sogar,sogar,unexpected,cont2,"[3, 2, 1]",
66167ede71136,105,dummy,high,dummy,Am Freitag wird sie wahrscheinlich,dummy,dummy,dummy,dummy,cont1,"[3, 2, 1]",
66167ede71136,18,3,high,OH,Christian ,Christian,ohne,ohne,unexpected,cont1,"[2, 1, 3]",
66167ede71136,13,1,high,RA,Sogar Jonas,Jonas ,sogar,sogar,unexpected,cont3,"[3, 2, 1]",
66167ede71136,108,dummy,medium,dummy,Heute wird er wahrscheinlich,dummy,dummy,dummy,dummy,cont3,"[3, 2, 1]",
66167ede71136,4,1,high,RA,Nur Chefarzt Neugebauer,Chefarzt Neugebauer,nur,nur,unexpected,cont1,"[1, 3, 2]",
66167ede71136,16,4,medium,RA,Nur diese Woche,diese Woche,nur,nur,unexpected,cont3,"[3, 2, 1]",
66167ede71136,24,6,medium,OH,Robert,Robert,ohne,ohne,unexpected,cont1,"[2, 3, 1]",
66167ede71136,28,3,high,OH,Er ,er,ohne,ohne,unexpected and unfair,cont3,"[2, 1, 3]",
66167ede71136,29,2,high,EW,Ausgerechnet sein neues Handy,sein neues Handy,ausgerechnet,ausgerechnet,unexpected and unfair,cont1,"[1, 3, 2]",
66167ede71136,32,6,medium,OH,Diese Tabletten ,diese Tabletten,ohne,ohne,unexpected and unfair,cont3,"[3, 1, 2]",
66167ede71136,17,4,medium,RA,Auch diese Münze,diese Münze,auch,auch,unexpected,cont1,"[2, 3, 1]",
66167ede71136,11,3,high,OH,Dann,dann,ohne,ohne ,unexpected,cont1,"[1, 3, 2]",
66167ede71136,25,5,medium,EW,Ausgerechnet Simon,Simon,ausgerechnet,ausgerechnet,unexpected,cont2,"[1, 2, 3]",
66167ede71136,21,2,high,EW,Eben heute,heute ,eben,eben,unexpected,cont1,"[2, 3, 1]",
66167ede71136,1,4,medium,RA,Nur Peter,Peter,nur,nur,unexpected,cont1,"[2, 1, 3]",
66167ede71136,6,6,medium,OH,Nadja,Nadja,ohne,ohne ,unexpected,cont3,"[3, 1, 2]",
66167ede71136,12,2,high,EW,Ausgerechnet Lisa,Lisa,ausgerechnet,ausgerechnet,unexpected,cont3,"[1, 3, 2]",
66167ede71136,101,dummy,high,dummy,Gestern,dummy,dummy,dummy,dummy,cont1,"[3, 1, 2]",
66167ede71136,8,5,medium,EW,Ausgerechnet Moritz,Moritz,ausgerechnet,ausgerechnet,unexpected,cont3,"[1, 3, 2]",
66167e43e0f57,24,2,high,EW,Ausgerechnet Robert,Robert,ausgerechnet,ausgerechnet,unexpected,cont1,"[2, 1, 3]",
66167e43e0f57,33,1,high,RA,Nur dieser Podcast,diese Podcast,nur,nur,unexpected,cont1,"[2, 1, 3]",
66167e43e0f57,15,1,high,RA,Auch dann,dann,auch,auch,unexpected,cont3,"[2, 3, 1]",
66167e43e0f57,1,6,medium,OH,Peter,Peter,ohne,ohne,unexpected,cont1,"[1, 2, 3]",
66167e43e0f57,101,dummy,high,dummy,Gestern,dummy,dummy,dummy,dummy,cont2,"[3, 1, 2]",
66167e43e0f57,3,4,medium,RA,Nur Tims Volvo,Tims Volvo,nur,nur,unexpected  and unfair,cont1,"[1, 2, 3]",
66167e43e0f57,12,4,medium,RA,Auch Lisa,Lisa,auch,auch,unexpected,cont2,"[1, 3, 2]",
66167e43e0f57,11,5,medium,EW,Gerade dann,dann,gerade,gerade,unexpected,cont2,"[3, 2, 1]",
66167e43e0f57,17,6,medium,OH,Diese Münze ,diese Münze,ohne,ohne,unexpected,cont3,"[3, 1, 2]",
66167e43e0f57,105,dummy,high,dummy,Am Freitag wird sie wahrscheinlich,dummy,dummy,dummy,dummy,cont2,"[1, 2, 3]",
66167e43e0f57,32,2,high,EW,Ausgerechnet diese Tabletten,diese Tabletten,ausgerechnet,ausgerechnet,unexpected and unfair,cont1,"[3, 2, 1]",
66167e43e0f57,8,1,high,RA,Auch Moritz,Moritz,auch ,auch,unexpected,cont1,"[3, 1, 2]",
66167e43e0f57,103,dummy,high,dummy,Am Sonntag wird wahrscheinlich,dummy,dummy,dummy,dummy,,"[3, 2, 1]",{'jQuery111109019877927877162': 61}
66167e43e0f57,16,6,medium,OH,Diese Woche,diese Woche,ohne,ohne ,unexpected,cont2,"[3, 1, 2]",
66167e43e0f57,25,1,high,RA,Nur Simon,Simon,nur,nur,unexpected,cont2,"[1, 3, 2]",
66167e43e0f57,102,dummy,medium,dummy,Nächstes Jahr,dummy,dummy,dummy,dummy,cont2,"[1, 2, 3]",
66167e43e0f57,14,2,high,EW,Genau an diesem Tag,an diesem Tag,genau,genau,unexpected,cont1,"[3, 1, 2]",
66167e43e0f57,4,3,high,OH,Chefarzt Neugebauer,Chefarzt Neugebauer,ohne,ohne ,unexpected,cont2,"[1, 3, 2]",
66167e43e0f57,108,dummy,medium,dummy,Heute wird er wahrscheinlich,dummy,dummy,dummy,dummy,cont1,"[2, 3, 1]",
66167e43e0f57,13,3,high,OH,Jonas ,Jonas ,ohne,ohne,unexpected,cont1,"[3, 2, 1]",
66167e43e0f57,29,4,medium,RA,Nur sein neues Handy,sein neues Handy,nur,nur,unexpected and unfair,cont1,"[1, 2, 3]",
66167e43e0f57,21,4,medium,RA,Auch heute,heute ,auch,auch,unexpected,cont1,"[1, 3, 2]",
66167e43e0f57,106,dummy,medium,dummy,Heute wird er wahrscheinlich,dummy,dummy,dummy,dummy,cont1,"[2, 1, 3]",
66167e43e0f57,107,dummy,high,dummy,Am Wochenende werden sie wahrscheinlich,dummy,dummy,dummy,dummy,cont3,"[2, 3, 1]",
66167e43e0f57,23,3,high,OH,Jetzt,jetzt,ohne,ohne,unfair,cont3,"[2, 1, 3]",
66167e43e0f57,9,6,medium,OH,Einen Tag vor dem Abflug,einen Tag vor dem Abflug,ohne,ohne ,unexpected,cont2,"[3, 2, 1]",
66167e43e0f57,30,3,high,OH,Heute,heute ,ohne,ohne,unexpected and unfair,cont3,"[1, 2, 3]",
66167e43e0f57,2,5,medium,EW,Ausgerechnet heute,heute,ausgerechnet,ausgerechnet,unexpected,cont2,"[1, 2, 3]",
66167e43e0f57,28,5,medium,EW,Genau er,er,genau,genau,unexpected,cont3,"[2, 3, 1]",
66167e43e0f57,6,2,high,EW,Ausgerechnet Nadja,Nadja,ausgerechnet,ausgerechnet,unexpected,cont2,"[2, 1, 3]",
66167e43e0f57,104,dummy,medium,dummy,Morgen wird er wahrscheinlich,dummy,dummy,dummy,dummy,cont1,"[2, 3, 1]",
66167e43e0f57,18,5,medium,EW,Ausgerechnet Christian,Christian,ausgerechnet,ausgerechnet,unexpected,cont3,"[2, 1, 3]",
66167f67235f8,2,6,medium,OH,Heute,heute,ohne,ohne,unexpected,cont3,"[2, 3, 1]",
66167f67235f8,30,4,medium,RA,Lediglich heute ,heute ,lediglich,lediglich,unexpected and unfair,cont3,"[1, 3, 2]",
66167f67235f8,3,5,medium,EW,Ausgerechnet Tims Volvo,Tims Volvo,ausgerechnet,ausgerechnet,unexpected  and unfair,cont2,"[1, 2, 3]",
66167f67235f8,103,dummy,medium,dummy,Ruth wird vielleicht,dummy,dummy,dummy,dummy,cont3,"[2, 1, 3]",
66167f67235f8,24,3,high,OH,Robert,Robert,ohne,ohne,unexpected,cont2,"[1, 2, 3]",
66167f67235f8,23,4,medium,RA,Nur jetzt ,jetzt,nur,nur,unfair,cont1,"[2, 3, 1]",
66167f67235f8,15,2,high,EW,Genau dann,dann,genau,genau,unexpected,cont1,"[2, 1, 3]",
66167f67235f8,104,dummy,high,dummy,Lukas wird vielleicht,dummy,dummy,dummy,dummy,cont1,"[2, 1, 3]",
66167f67235f8,106,dummy,high,dummy,Er wird vielleicht,dummy,dummy,dummy,dummy,cont3,"[3, 1, 2]",
66167f67235f8,28,6,medium,OH,Er ,er,ohne,ohne ,unexpected,cont3,"[1, 3, 2]",
66167f67235f8,17,1,high,RA,Auch diese Münze,diese Münze,auch,auch,unexpected,cont1,"[1, 3, 2]",
66167f67235f8,101,dummy,medium,dummy,Lola,dummy,dummy,dummy,dummy,cont3,"[1, 3, 2]",
66167f67235f8,6,3,high,OH,Nadja,Nadja,ohne,ohne ,unexpected,cont2,"[3, 1, 2]",
66167f67235f8,32,3,high,OH,Diese Tabletten ,diese Tabletten,ohne,ohne,unexpected and unfair,cont1,"[3, 1, 2]",
66167f67235f8,33,2,high,EW,Gerade dieser Podcast,diese Podcast,gerade,gerade,unexpected,cont1,"[2, 3, 1]",
66167f67235f8,105,dummy,medium,dummy,Sie wird vielleicht,dummy,dummy,dummy,dummy,cont2,"[1, 2, 3]",
66167f67235f8,102,dummy,high,dummy,Die Niederlande,dummy,dummy,dummy,dummy,cont2,"[1, 3, 2]",
66167f67235f8,107,dummy,medium,dummy,Sie werden vielleicht,dummy,dummy,dummy,dummy,cont3,"[1, 2, 3]",
66167f67235f8,18,6,medium,OH,Christian ,Christian,ohne,ohne ,unexpected,cont3,"[1, 2, 3]",
66167f67235f8,9,1,high,RA,Sogar einen Tag vor dem Abflug,einen Tag vor dem Abflug,sogar,sogar,unfair,cont2,"[2, 3, 1]",
66167f67235f8,12,5,medium,EW,Ausgerechnet Lisa,Lisa,ausgerechnet,ausgerechnet,unexpected,cont1,"[2, 3, 1]",
66167f67235f8,11,6,medium,OH,Dann,dann,ohne,ohne ,unexpected,cont3,"[3, 2, 1]",
66167f67235f8,108,dummy,high,dummy,Er wird vielleicht,dummy,dummy,dummy,dummy,cont2,"[2, 1, 3]",
66167f67235f8,16,1,high,RA,Nur diese Woche,diese Woche,nur,nur,unexpected,cont3,"[2, 1, 3]",
